customer_id,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment,Weighted_RFM_Score,Advanced_Segment,email,first_name,last_name
2780.0,588,2,358.16,1,2,2,5,At Risk,7,At Risk,kati.tamm@yahoo.com,Kati,Tamm
2781.0,183,4,826.72,3,4,3,10,Loyal,13,Regular Customers,henri.roots@gmail.com,Henri,Roots
2782.0,68,3,448.91999999999996,4,3,2,9,Potential,11,Regular Customers,hille.magi@gmail.com,Hille,Mägi
2784.0,272,2,802.1600000000001,2,2,3,7,Potential,10,New Customers,,Mart,Pihl
2785.0,65,2,1247.44,4,2,4,10,Loyal,14,Loyal Customers,grete.tamm@telia.ee,Grete,Tamm
2787.0,53,3,933.59,5,3,3,11,Loyal,14,Loyal Customers,terje.lohmus@hot.ee,Terje,Lõhmus
2788.0,623,2,1103.48,1,2,4,7,Potential,11,Regular Customers,vaino.arro@telia.ee,Väino,Arro
2789.0,74,5,953.38,4,5,3,12,Loyal,15,Loyal Customers,henri.jarv@outlook.com,Henri,Järv
2792.0,255,5,1496.44,2,5,5,12,Loyal,17,VIP Champions,merike.magi@hot.ee,Merike,Mägi
2793.0,16,5,1726.59,5,5,5,15,VIP Champions,20,VIP Champions,hille.nomm@outlook.com,Hille,Nõmm
2794.0,603,1,531.05,1,1,2,4,At Risk,6,At Risk,,Ago,Lõoke
2795.0,71,7,2146.12,4,5,5,14,VIP Champions,19,VIP Champions,urmas.valk@outlook.com,Urmas,Valk
2797.0,230,2,441.73,2,2,2,6,At Risk,8,New Customers,siim.paas@yahoo.com,Siim,Paas
2799.0,148,6,1192.15,3,5,4,12,Loyal,16,Loyal Customers,aili.sepp@yahoo.com,Aili,Sepp
2802.0,380,4,820.46,1,4,3,8,Potential,11,Regular Customers,kevin.lohmus@mail.ee,Kevin,Lõhmus
2803.0,270,6,1506.27,2,5,5,12,Loyal,17,VIP Champions,erkki.kallas@telia.ee,Erkki,Kallas
2804.0,65,3,1813.65,4,3,5,12,Loyal,17,VIP Champions,tonu.nurk@hot.ee,Tõnu,Nurk
2805.0,221,4,1051.13,2,4,4,10,Loyal,14,Loyal Customers,annika.must@outlook.com,Annika,Must
2806.0,48,6,1678.4,5,5,5,15,VIP Champions,20,VIP Champions,kevin.paas@outlook.com,Kevin,Paas
2807.0,244,3,1204.87,2,3,4,9,Potential,13,Regular Customers,meelis.nurk@mail.ee,Meelis,Nurk
2808.0,27,6,1398.92,5,5,4,14,VIP Champions,18,VIP Champions,aili.lohmus@outlook.com,Aili,Lõhmus
2809.0,4,4,821.24,5,4,3,12,Loyal,15,Loyal Customers,madis.kull@gmail.com,Madis,Kull
2810.0,87,2,382.96,4,2,2,8,Potential,10,New Customers,meelis.kuusik@yahoo.com,Meelis,Kuusik
2812.0,106,3,1216.02,4,3,4,11,Loyal,15,Loyal Customers,marika.raid@outlook.com,Marika,Raid
2814.0,43,1,47.88,5,1,1,7,Potential,8,New Customers,arvo.lepp@yahoo.com,Arvo,Lepp
2816.0,204,1,145.16,3,1,1,5,At Risk,6,At Risk,mart.vark@telia.ee,Mart,Värk
2817.0,99,2,248.31,4,2,1,7,Potential,8,New Customers,pille.tamm@hot.ee,Pille,Tamm
2818.0,357,1,342.66,1,1,1,3,Lost,4,Lost,,Terje,Raud
2819.0,107,4,720.69,4,4,3,11,Loyal,14,Loyal Customers,enn.sild@yahoo.com,Enn,Sild
2821.0,90,1,106.69,4,1,1,6,At Risk,7,At Risk,liis.hurt@outlook.com,Liis,Hurt
2822.0,259,1,614.61,2,1,2,5,At Risk,7,At Risk,kadri.luik@mail.ee,Kadri,Luik
2823.0,152,7,2402.05,3,5,5,13,VIP Champions,18,VIP Champions,vaino.kuusk@telia.ee,Väino,Kuusk
2824.0,118,2,372.8,4,2,2,8,Potential,10,New Customers,indrek.sepp@gmail.com,Indrek,Sepp
2825.0,435,3,443.51,1,3,2,6,At Risk,8,New Customers,aili.raud@mail.ee,Aili,Raud
2826.0,78,6,2090.35,4,5,5,14,VIP Champions,19,VIP Champions,ants.looke@mail.ee,Ants,Lõoke
2827.0,27,6,1235.12,5,5,4,14,VIP Champions,18,VIP Champions,tonu.lepp@telia.ee,Tõnu,Lepp
2828.0,448,2,588.1800000000001,1,2,2,5,At Risk,7,At Risk,elis.liiv@gmail.com,Elis,Liiv
2829.0,99,1,254.85,4,1,1,6,At Risk,7,At Risk,nele.orav@outlook.com,Nele,Orav
2831.0,230,3,2045.54,2,3,5,10,Loyal,15,Loyal Customers,rain.oja@hot.ee,Rain,Oja
2832.0,51,2,2625.52,5,2,5,12,Loyal,17,VIP Champions,merike.laas@yahoo.com,Merike,Laas
2833.0,98,3,522.51,4,3,2,9,Potential,11,Regular Customers,kadri.tammik@gmail.com,Kadri,Tammik
2834.0,327,1,594.87,2,1,2,5,At Risk,7,At Risk,riina.jarv@telia.ee,Riina,Järv
2835.0,322,4,1057.8999999999999,2,4,4,10,Loyal,14,Loyal Customers,ene.lepp@hot.ee,Ene,Lepp
2836.0,65,6,1070.03,4,5,4,13,VIP Champions,17,VIP Champions,liis.liiv@yahoo.com,Liis,Liiv
2837.0,43,1,104.85,5,1,1,7,Potential,8,New Customers,laura.pihl@yahoo.com,Laura,Pihl
2839.0,247,4,1384.36,2,4,4,10,Loyal,14,Loyal Customers,rasmus.kallas@yahoo.com,Rasmus,Kallas
2841.0,144,5,1074.1,3,5,4,12,Loyal,16,Loyal Customers,sirje.lepik@telia.ee,Sirje,Lepik
2842.0,51,4,1249.94,5,4,4,13,VIP Champions,17,VIP Champions,kristjan.mets@mail.ee,Kristjan,Mets
2843.0,287,2,973.3499999999999,2,2,3,7,Potential,10,New Customers,,Kati,Kaalep
2844.0,302,4,2211.84,2,4,5,11,Loyal,16,Loyal Customers,anna.mets@gmail.com,Anna,Mets
2845.0,24,2,1033.6200000000001,5,2,4,11,Loyal,15,Loyal Customers,,Kevin,Lass
2846.0,124,3,1211.7,3,3,4,10,Loyal,14,Loyal Customers,ants.org@outlook.com,Ants,Org
2847.0,126,1,176.65,3,1,1,5,At Risk,6,At Risk,margus.vaher@mail.ee,Margus,Vaher
2848.0,167,3,975.5899999999999,3,3,3,9,Potential,12,Regular Customers,kaido.teder@telia.ee,Kaido,Teder
2849.0,93,7,2748.1,4,5,5,14,VIP Champions,19,VIP Champions,,Kersti,Põld
2850.0,76,4,1471.6599999999999,4,4,5,13,VIP Champions,18,VIP Champions,madis.hurt@telia.ee,Madis,Hurt
2851.0,311,2,168.08,2,2,1,5,At Risk,6,At Risk,ene.kull@gmail.com,Ene,Kull
2852.0,78,4,926.1,4,4,3,11,Loyal,14,Loyal Customers,marko.paju@gmail.com,Marko,Paju
2853.0,29,1,654.14,5,1,3,9,Potential,12,Regular Customers,taavi.pihl2@yahoo.com,Taavi,Pihl
2854.0,253,4,1084.91,2,4,4,10,Loyal,14,Loyal Customers,olev.saar@gmail.com,Olev,Saar
2855.0,396,3,759.37,1,3,3,7,Potential,10,New Customers,merle.jarv@outlook.com,Merle,Järv
2856.0,2,2,349.04,5,2,2,9,Potential,11,Regular Customers,kristjan.liiv@telia.ee,Kristjan,Liiv
2859.0,209,1,184.07,2,1,1,4,At Risk,5,At Risk,maie.saar@gmail.com,Maie,Saar
2860.0,155,4,695.9200000000001,3,4,3,10,Loyal,13,Regular Customers,,Margus,Kukk
2861.0,17,1,104.27,5,1,1,7,Potential,8,New Customers,raivo.koppel@gmail.com,Raivo,Koppel
2862.0,92,2,1103.13,4,2,4,10,Loyal,14,Loyal Customers,,Jüri,Lõhmus
2863.0,150,6,2342.91,3,5,5,13,VIP Champions,18,VIP Champions,maris.paas@telia.ee,Maris,Paas
2864.0,394,2,629.84,1,2,2,5,At Risk,7,At Risk,kristiina.toom@telia.ee,Kristiina,Toom
2865.0,91,3,465.87,4,3,2,9,Potential,11,Regular Customers,arvo.jarv@hot.ee,Arvo,Järv
2867.0,242,3,765.1899999999999,2,3,3,8,Potential,11,Regular Customers,,Mihkel,Kallas
2869.0,215,4,1547.46,2,4,5,11,Loyal,16,Loyal Customers,maris.kaalep@hot.ee,Maris,Kaalep
2870.0,165,2,870.82,3,2,3,8,Potential,11,Regular Customers,kevin.tammik@outlook.com,Kevin,Tammik
2871.0,137,5,887.86,3,5,3,11,Loyal,14,Loyal Customers,,Külli,Mitt
2872.0,64,4,1225.8,4,4,4,12,Loyal,16,Loyal Customers,kadri.vaher@mail.ee,Kadri,Vaher
2874.0,235,5,4091.6,2,5,5,12,Loyal,17,VIP Champions,annika.valk@yahoo.com,Annika,Valk
2875.0,150,2,774.34,3,2,3,8,Potential,11,Regular Customers,kadri.tammik2@gmail.com,Kadri,Tammik
2876.0,321,2,738.96,2,2,3,7,Potential,10,New Customers,sandra.veski@mail.ee,Sandra,Veski
2878.0,89,2,286.20000000000005,4,2,1,7,Potential,8,New Customers,ago.oja@outlook.com,Ago,Oja
2879.0,34,1,756.3,5,1,3,9,Potential,12,Regular Customers,madis.kask@outlook.com,Madis,Kask
2880.0,172,2,714.62,3,2,3,8,Potential,11,Regular Customers,madis.parn@yahoo.com,Madis,Pärn
2881.0,155,3,579.91,3,3,2,8,Potential,10,New Customers,maie.veski@telia.ee,Maie,Veski
2882.0,61,4,1615.41,5,4,5,14,VIP Champions,19,VIP Champions,piret.lass@yahoo.com,Piret,Lass
2883.0,216,1,486.04,2,1,2,5,At Risk,7,At Risk,toomas.mets@gmail.com,Toomas,Mets
2884.0,200,3,491.92,3,3,2,8,Potential,10,New Customers,,Marko,Raud
2885.0,200,4,1360.6200000000001,3,4,4,11,Loyal,15,Loyal Customers,kaido.arro@mail.ee,Kaido,Arro
2886.0,85,3,243.54,4,3,1,8,Potential,9,New Customers,arvo.vaher@telia.ee,Arvo,Vaher
2887.0,203,2,517.66,3,2,2,7,Potential,9,New Customers,jaak.rosin@mail.ee,Jaak,Rosin
2888.0,168,3,260.47,3,3,1,7,Potential,8,New Customers,liina.kangur@yahoo.com,Liina,Kangur
2889.0,3,73,24581.53,5,5,5,15,VIP Champions,20,VIP Champions,laura.tammik@yahoo.com,Laura,Tammik
2890.0,137,2,382.02000000000004,3,2,2,7,Potential,9,New Customers,kristiina.veski@mail.ee,Kristiina,Veski
2891.0,328,4,539.24,2,4,2,8,Potential,10,New Customers,taavi.oja@telia.ee,Taavi,Oja
2892.0,184,3,1888.3000000000002,3,3,5,11,Loyal,16,Loyal Customers,marit.vark@gmail.com,Marit,Värk
2893.0,186,3,1168.29,3,3,4,10,Loyal,14,Loyal Customers,madis.lass2@telia.ee,Madis,Lass
2894.0,521,1,1106.01,1,1,4,6,At Risk,10,New Customers,ragnar.orav@yahoo.com,Ragnar,Orav
2895.0,321,3,558.59,2,3,2,7,Potential,9,New Customers,pille.looke@outlook.com,Pille,Lõoke
2897.0,55,1,42.64,5,1,1,7,Potential,8,New Customers,sigrid.arro@gmail.com,Sigrid,Arro
2898.0,292,2,852.45,2,2,3,7,Potential,10,New Customers,jaak.talvik@gmail.com,Jaak,Talvik
2899.0,7,5,1618.1000000000001,5,5,5,15,VIP Champions,20,VIP Champions,,Terje,Pihl
2900.0,21,1,261.46,5,1,1,7,Potential,8,New Customers,,Liis,Sepp
2901.0,260,6,1191.3799999999999,2,5,4,11,Loyal,15,Loyal Customers,,Meelis,Laas
2902.0,152,1,605.72,3,1,2,6,At Risk,8,New Customers,hille.kallas@mail.ee,Hille,Kallas
2905.0,199,4,748.68,3,4,3,10,Loyal,13,Regular Customers,sandra.raud@outlook.com,Sandra,Raud
2906.0,6,4,815.77,5,4,3,12,Loyal,15,Loyal Customers,ragnar.lepik@hot.ee,Ragnar,Lepik
2907.0,158,1,279.43,3,1,1,5,At Risk,6,At Risk,annika.koiv@outlook.com,Annika,Kõiv
2908.0,6,2,438.38,5,2,2,9,Potential,11,Regular Customers,toomas.paas@outlook.com,Toomas,Paas
2909.0,20,4,1355.17,5,4,4,13,VIP Champions,17,VIP Champions,aili.kuusik@telia.ee,Aili,Kuusik
2910.0,124,4,1179.22,3,4,4,11,Loyal,15,Loyal Customers,tarmo.vaher2@outlook.com,Tarmo,Vaher
2911.0,121,6,2045.73,4,5,5,14,VIP Champions,19,VIP Champions,liina.lill@gmail.com,Liina,Lill
2912.0,515,2,484.12,1,2,2,5,At Risk,7,At Risk,raivo.looke@telia.ee,Raivo,Lõoke
2913.0,37,13,4171.85,5,5,5,15,VIP Champions,20,VIP Champions,aili.hurt@yahoo.com,Aili,Hurt
2914.0,17,3,1141.25,5,3,4,12,Loyal,16,Loyal Customers,,Rein,Luik
2915.0,126,4,1438.4,3,4,4,11,Loyal,15,Loyal Customers,tonu.saar2@mail.ee,Tõnu,Saar
2916.0,707,1,221.42,1,1,1,3,Lost,4,Lost,marika.aas@mail.ee,Marika,Aas
2917.0,18,4,1507.59,5,4,5,14,VIP Champions,19,VIP Champions,ago.kukk@hot.ee,Ago,Kukk
2920.0,216,2,425.86,2,2,2,6,At Risk,8,New Customers,merle.lepik@hot.ee,Merle,Lepik
2922.0,363,1,884.76,1,1,3,5,At Risk,8,New Customers,reet.laas2@gmail.com,Reet,Laas
2924.0,249,3,759.56,2,3,3,8,Potential,11,Regular Customers,margus.veski@hot.ee,Margus,Veski
2926.0,222,3,530.4000000000001,2,3,2,7,Potential,9,New Customers,maie.lohmus@outlook.com,Maie,Lõhmus
2927.0,184,3,478.03,3,3,2,8,Potential,10,New Customers,rasmus.mannik2@gmail.com,Rasmus,Männik
2928.0,223,3,1074.57,2,3,4,9,Potential,13,Regular Customers,juri.vaher@yahoo.com,Jüri,Vaher
2929.0,21,3,324.40000000000003,5,3,1,9,Potential,10,New Customers,kadri.pihl@gmail.com,Kadri,Pihl
2930.0,548,3,719.46,1,3,3,7,Potential,10,New Customers,priit.kull@gmail.com,Priit,Kull
2931.0,100,5,1432.55,4,5,4,13,VIP Champions,17,VIP Champions,meelis.kask@mail.ee,Meelis,Kask
2932.0,72,4,1613.45,4,4,5,13,VIP Champions,18,VIP Champions,,Karin,Kaalep
2933.0,45,4,331.07,5,4,1,10,Loyal,11,Regular Customers,indrek.lepik@outlook.com,Indrek,Lepik
2935.0,191,1,665.1,3,1,3,7,Potential,10,New Customers,margus.vaher2@mail.ee,Margus,Vaher
2936.0,249,1,560.31,2,1,2,5,At Risk,7,At Risk,aili.teder@hot.ee,Aili,Teder
2937.0,509,4,1505.06,1,4,5,10,Loyal,15,Loyal Customers,kersti.puusepp@gmail.com,Kersti,Puusepp
2938.0,304,4,887.6,2,4,3,9,Potential,12,Regular Customers,liina.kukk@gmail.com,Liina,Kukk
2939.0,150,2,985.14,3,2,4,9,Potential,13,Regular Customers,anna.rosin@mail.ee,Anna,Rosin
2940.0,101,2,205.14,4,2,1,7,Potential,8,New Customers,rain.rebane@hot.ee,Rain,Rebane
2941.0,124,7,1834.43,3,5,5,13,VIP Champions,18,VIP Champions,hille.lepik@mail.ee,Hille,Lepik
2942.0,174,5,1013.22,3,5,4,12,Loyal,16,Loyal Customers,laura.oja@hot.ee,Laura,Oja
2943.0,150,4,782.71,3,4,3,10,Loyal,13,Regular Customers,marit.tammik@outlook.com,Marit,Tammik
2944.0,54,2,989.18,5,2,4,11,Loyal,15,Loyal Customers,merle.kivi@yahoo.com,Merle,Kivi
2946.0,125,4,1343.65,3,4,4,11,Loyal,15,Loyal Customers,,Annika,Toom
2948.0,304,4,939.5999999999999,2,4,3,9,Potential,12,Regular Customers,,Priit,Teder
2949.0,79,7,2421.0499999999997,4,5,5,14,VIP Champions,19,VIP Champions,sandra.looke@gmail.com,Sandra,Lõoke
2950.0,382,1,410.0,1,1,2,4,At Risk,6,At Risk,aili.mets@telia.ee,Aili,Mets
2951.0,37,4,1474.67,5,4,5,14,VIP Champions,19,VIP Champions,,Lea,Mets
2952.0,161,7,2632.69,3,5,5,13,VIP Champions,18,VIP Champions,sandra.sild@yahoo.com,Sandra,Sild
2954.0,29,4,2431.92,5,4,5,14,VIP Champions,19,VIP Champions,,Kersti,Lõoke
2955.0,35,14,6166.79,5,5,5,15,VIP Champions,20,VIP Champions,tiina.laas@hot.ee,Tiina,Laas
2956.0,5,4,1866.29,5,4,5,14,VIP Champions,19,VIP Champions,kristi.kuusik@gmail.com,Kristi,Kuusik
2957.0,376,5,1675.71,1,5,5,11,Loyal,16,Loyal Customers,peeter.raud@gmail.com,Peeter,Raud
2960.0,105,3,779.0699999999999,4,3,3,10,Loyal,13,Regular Customers,maie.paju@telia.ee,Maie,Paju
2961.0,4,6,4419.27,5,5,5,15,VIP Champions,20,VIP Champions,siim.mannik@yahoo.com,Siim,Männik
2962.0,255,1,158.94,2,1,1,4,At Risk,5,At Risk,rain.raid@gmail.com,Rain,Raid
2963.0,15,5,737.71,5,5,3,13,VIP Champions,16,Loyal Customers,urmas.kuusk@mail.ee,Urmas,Kuusk
2964.0,89,1,388.92,4,1,2,7,Potential,9,New Customers,hille.lill@outlook.com,Hille,Lill
2966.0,83,2,321.79,4,2,1,7,Potential,8,New Customers,anu.liiv@mail.ee,Anu,Liiv
2968.0,219,3,859.1200000000001,2,3,3,8,Potential,11,Regular Customers,tarmo.toom@telia.ee,Tarmo,Toom
2969.0,583,2,1495.79,1,2,5,8,Potential,13,Regular Customers,liina.koiv@outlook.com,Liina,Kõiv
2971.0,230,4,734.48,2,4,3,9,Potential,12,Regular Customers,tarmo.kallas@telia.ee,Tarmo,Kallas
2972.0,433,5,737.1800000000001,1,5,3,9,Potential,12,Regular Customers,pille.rand@outlook.com,Pille,Rand
2973.0,431,4,1096.84,1,4,4,9,Potential,13,Regular Customers,karin.paas@telia.ee,Karin,Paas
2974.0,296,1,272.6,2,1,1,4,At Risk,5,At Risk,,Liis,Järv
2975.0,380,2,630.5699999999999,1,2,2,5,At Risk,7,At Risk,mihkel.kallas2@outlook.com,Mihkel,Kallas
2976.0,397,3,1458.65,1,3,4,8,Potential,12,Regular Customers,arvo.lepik@telia.ee,Arvo,Lepik
2977.0,131,5,3274.88,3,5,5,13,VIP Champions,18,VIP Champions,rasmus.rebane@mail.ee,Rasmus,Rebane
2978.0,250,6,2938.92,2,5,5,12,Loyal,17,VIP Champions,anu.sild2@yahoo.com,Anu,Sild
2979.0,127,3,929.3100000000001,3,3,3,9,Potential,12,Regular Customers,kevin.aas@gmail.com,Kevin,Aas
2980.0,17,6,1640.12,5,5,5,15,VIP Champions,20,VIP Champions,tarmo.kask@telia.ee,Tarmo,Kask
2981.0,147,2,157.42000000000002,3,2,1,6,At Risk,7,At Risk,sandra.lepik@outlook.com,Sandra,Lepik
2983.0,620,4,804.76,1,4,3,8,Potential,11,Regular Customers,liis.kuusik@hot.ee,Liis,Kuusik
2984.0,11,6,1079.06,5,5,4,14,VIP Champions,18,VIP Champions,,Sirje,Sepp
2986.0,509,2,1030.51,1,2,4,7,Potential,11,Regular Customers,henri.parn@mail.ee,Henri,Pärn
2987.0,11,5,958.45,5,5,3,13,VIP Champions,16,Loyal Customers,ene.paju@hot.ee,Ene,Paju
2988.0,418,1,360.28,1,1,2,4,At Risk,6,At Risk,,Priit,Veski
2989.0,261,5,2035.4599999999998,2,5,5,12,Loyal,17,VIP Champions,,Tiit,Järv
2990.0,456,2,473.52,1,2,2,5,At Risk,7,At Risk,henri.parn@hot.ee,Henri,Pärn
2991.0,211,2,1165.86,2,2,4,8,Potential,12,Regular Customers,,Ene,Liiv
2993.0,76,1,329.99,4,1,1,6,At Risk,7,At Risk,kevin.kull@gmail.com,Kevin,Kull
2994.0,94,2,1026.64,4,2,4,10,Loyal,14,Loyal Customers,merle.salu@gmail.com,Merle,Salu
2995.0,75,2,626.36,4,2,2,8,Potential,10,New Customers,mart.kuusk@gmail.com,Mart,Kuusk
2996.0,117,4,848.0600000000001,4,4,3,11,Loyal,14,Loyal Customers,rain.nurk@mail.ee,Rain,Nurk
2997.0,2,77,24003.98,5,5,5,15,VIP Champions,20,VIP Champions,kevin.org@yahoo.com,Kevin,Org
2999.0,89,3,896.82,4,3,3,10,Loyal,13,Regular Customers,annika.teder@outlook.com,Annika,Teder
3000.0,149,3,748.95,3,3,3,9,Potential,12,Regular Customers,siim.sepp@mail.ee,Siim,Sepp
3001.0,7,4,2657.02,5,4,5,14,VIP Champions,19,VIP Champions,toomas.lepp@yahoo.com,Toomas,Lepp
3002.0,557,1,659.49,1,1,3,5,At Risk,8,New Customers,grete.org@yahoo.com,Grete,Org
3003.0,87,6,1356.91,4,5,4,13,VIP Champions,17,VIP Champions,ants.paas@telia.ee,Ants,Paas
3004.0,158,1,583.44,3,1,2,6,At Risk,8,New Customers,peeter.puusepp@gmail.com,Peeter,Puusepp
3006.0,284,1,331.59,2,1,1,4,At Risk,5,At Risk,katrin.arro@outlook.com,Katrin,Arro
3007.0,322,1,47.36,2,1,1,4,At Risk,5,At Risk,riina.magi@hot.ee,Riina,Mägi
3008.0,743,1,1053.99,1,1,4,6,At Risk,10,New Customers,lea.lill@outlook.com,Lea,Lill
3009.0,205,4,1085.8600000000001,3,4,4,11,Loyal,15,Loyal Customers,,Katrin,Kull
3010.0,70,6,2412.44,4,5,5,14,VIP Champions,19,VIP Champions,sigrid.tamm@gmail.com,Sigrid,Tamm
3011.0,209,4,698.89,2,4,3,9,Potential,12,Regular Customers,ene.rosin@hot.ee,Ene,Rosin
3012.0,75,5,966.7600000000001,4,5,3,12,Loyal,15,Loyal Customers,eha.kuusk@outlook.com,Eha,Kuusk
3014.0,3,3,1449.1399999999999,5,3,4,12,Loyal,16,Loyal Customers,,Reet,Valk
3015.0,299,3,1298.75,2,3,4,9,Potential,13,Regular Customers,vaino.pihl@yahoo.com,Väino,Pihl
3017.0,319,1,291.72,2,1,1,4,At Risk,5,At Risk,triin.veski@mail.ee,Triin,Veski
3018.0,479,2,663.22,1,2,3,6,At Risk,9,New Customers,kersti.kuusk@mail.ee,Kersti,Kuusk
3019.0,206,4,1756.05,2,4,5,11,Loyal,16,Loyal Customers,erkki.jarv@gmail.com,Erkki,Järv
3020.0,18,3,944.1999999999999,5,3,3,11,Loyal,14,Loyal Customers,maris.kuusik2@telia.ee,Maris,Kuusik
3021.0,198,1,147.58,3,1,1,5,At Risk,6,At Risk,tarmo.saar@outlook.com,Tarmo,Saar
3022.0,242,2,951.1500000000001,2,2,3,7,Potential,10,New Customers,jaak.ilves@telia.ee,Jaak,Ilves
3023.0,322,3,729.79,2,3,3,8,Potential,11,Regular Customers,pille.aas@yahoo.com,Pille,Aas
3024.0,198,1,1482.9,3,1,5,9,Potential,14,Loyal Customers,rein.tammik@mail.ee,Rein,Tammik
3025.0,18,6,1912.92,5,5,5,15,VIP Champions,20,VIP Champions,aili.paas@mail.ee,Aili,Paas
3026.0,184,3,763.9200000000001,3,3,3,9,Potential,12,Regular Customers,kersti.kaalep@outlook.com,Kersti,Kaalep
3027.0,84,1,420.72,4,1,2,7,Potential,9,New Customers,sander.magi@outlook.com,Sander,Mägi
3028.0,256,2,122.81,2,2,1,5,At Risk,6,At Risk,sander.vaher@yahoo.com,Sander,Vaher
3030.0,118,2,1153.6499999999999,4,2,4,10,Loyal,14,Loyal Customers,pille.tammik@gmail.com,Pille,Tammik
3032.0,722,1,205.89,1,1,1,3,Lost,4,Lost,urmas.tammik@gmail.com,Urmas,Tammik
3033.0,125,5,1177.32,3,5,4,12,Loyal,16,Loyal Customers,anna.jarv@outlook.com,Anna,Järv
3034.0,127,5,1779.09,3,5,5,13,VIP Champions,18,VIP Champions,sigrid.puusepp@mail.ee,Sigrid,Puusepp
3035.0,2,6,3185.2,5,5,5,15,VIP Champions,20,VIP Champions,,Grete,Tamm
3036.0,15,3,471.63,5,3,2,10,Loyal,12,Regular Customers,,Jaak,Veski
3038.0,200,4,437.58,3,4,2,9,Potential,11,Regular Customers,kristi.must@outlook.com,Kristi,Must
3039.0,16,1,77.78,5,1,1,7,Potential,8,New Customers,marika.kask@mail.ee,Marika,Kask
3041.0,255,7,1750.51,2,5,5,12,Loyal,17,VIP Champions,urmas.raid@yahoo.com,Urmas,Raid
3043.0,68,3,661.73,4,3,3,10,Loyal,13,Regular Customers,hille.raid@mail.ee,Hille,Raid
3044.0,300,5,1564.31,2,5,5,12,Loyal,17,VIP Champions,marit.pihl@telia.ee,Marit,Pihl
3045.0,572,4,910.96,1,4,3,8,Potential,11,Regular Customers,indrek.rand@mail.ee,Indrek,Rand
3046.0,71,6,2380.65,4,5,5,14,VIP Champions,19,VIP Champions,meelis.pold2@hot.ee,Meelis,Põld
3047.0,187,3,1122.68,3,3,4,10,Loyal,14,Loyal Customers,meelis.kuusik@hot.ee,Meelis,Kuusik
3048.0,108,6,2558.87,4,5,5,14,VIP Champions,19,VIP Champions,liina.org@yahoo.com,Liina,Org
3049.0,308,2,852.1700000000001,2,2,3,7,Potential,10,New Customers,grete.salu@telia.ee,Grete,Salu
3050.0,49,4,975.28,5,4,3,12,Loyal,15,Loyal Customers,heli.hurt@mail.ee,Heli,Hurt
3051.0,77,1,47.38,4,1,1,6,At Risk,7,At Risk,tonu.must@hot.ee,Tõnu,Must
3052.0,26,2,366.04999999999995,5,2,2,9,Potential,11,Regular Customers,piret.talvik@outlook.com,Piret,Talvik
3053.0,208,4,749.6800000000001,2,4,3,9,Potential,12,Regular Customers,terje.roots@outlook.com,Terje,Roots
3055.0,37,3,817.76,5,3,3,11,Loyal,14,Loyal Customers,margus.arro@yahoo.com,Margus,Arro
3056.0,130,1,536.3,3,1,2,6,At Risk,8,New Customers,nele.orav@hot.ee,Nele,Orav
3057.0,377,7,2854.95,1,5,5,11,Loyal,16,Loyal Customers,priit.looke@mail.ee,Priit,Lõoke
3058.0,340,3,1758.18,1,3,5,9,Potential,14,Loyal Customers,,Triin,Kaalep
3059.0,5,1,51.58,5,1,1,7,Potential,8,New Customers,jaak.tammik@mail.ee,Jaak,Tammik
3061.0,29,2,369.31000000000006,5,2,2,9,Potential,11,Regular Customers,ulle.paju@hot.ee,Ülle,Paju
3062.0,123,5,1181.5900000000001,3,5,4,12,Loyal,16,Loyal Customers,ragnar.kuusik@gmail.com,Ragnar,Kuusik
3063.0,64,3,896.46,4,3,3,10,Loyal,13,Regular Customers,ants.salu@gmail.com,Ants,Salu
3064.0,59,3,411.44,5,3,2,10,Loyal,12,Regular Customers,,Urmas,Värk
3065.0,67,2,562.43,4,2,2,8,Potential,10,New Customers,andres.rebane@mail.ee,Andres,Rebane
3066.0,22,2,1336.1,5,2,4,11,Loyal,15,Loyal Customers,tiit.pold@hot.ee,Tiit,Põld
3067.0,120,4,873.6299999999999,4,4,3,11,Loyal,14,Loyal Customers,heino.puusepp@hot.ee,Heino,Puusepp
3068.0,104,4,718.13,4,4,3,11,Loyal,14,Loyal Customers,juri.kukk@mail.ee,Jüri,Kukk
3069.0,32,5,1339.74,5,5,4,14,VIP Champions,18,VIP Champions,maie.aas@outlook.com,Maie,Aas
3070.0,27,4,807.98,5,4,3,12,Loyal,15,Loyal Customers,maie.koppel@hot.ee,Maie,Koppel
3071.0,6,4,1713.7600000000002,5,4,5,14,VIP Champions,19,VIP Champions,,Maris,Toom
3072.0,359,3,1864.32,1,3,5,9,Potential,14,Loyal Customers,erkki.lepik@mail.ee,Erkki,Lepik
3073.0,133,2,508.98,3,2,2,7,Potential,9,New Customers,,Kristiina,Kuusk
3074.0,80,4,1813.5700000000002,4,4,5,13,VIP Champions,18,VIP Champions,piret.roots@mail.ee,Piret,Roots
3075.0,11,1,145.16,5,1,1,7,Potential,8,New Customers,,Triin,Toom
3076.0,63,5,1837.7999999999997,4,5,5,14,VIP Champions,19,VIP Champions,juri.kuusk@mail.ee,Jüri,Kuusk
3077.0,53,6,2050.42,5,5,5,15,VIP Champions,20,VIP Champions,kadri.sild@outlook.com,Kadri,Sild
